Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Complaint_Clean
234680,Comcast Internet Billing Problems/Disrespectful Customer Service Agents,,2025-04-14,13:24:46,Internet,Manchester,Pennsylvania,17345,Closed,No,comcast internet billing problemsdisrespectful customer service agents
363966,Bill Flucuation,,2025-06-25,09:15:11,Customer Care Call,Manvel,Texas,77578,Solved,No,bill flucuation
259629,Comcast internet-Price keeps changing,,2025-04-27,16:40:09,Internet,Mapleton,Utah,84664,Closed,No,comcast internetprice keeps changing
221175,Comcast Continuous Modem Rental Charges,,2025-07-04,10:55:32,Customer Care Call,Margate,Florida,33063,Closed,No,comcast continuous modem rental charges
360185,Comcast Throttling Internet,,2025-06-23,21:26:30,Internet,Margate,New Jersey,8402,Open,Yes,comcast throttling internet
220948,Customer Service and Billing Complaint,,2025-07-04,07:42:23,Internet,Marietta,Georgia,30068,Closed,No,customer service and billing complaint
264114,300GB/month data cap 'trial' for several years now,,2025-04-29,13:26:32,Customer Care Call,Marietta,Georgia,30062,Closed,No,300gbmonth data cap trial for several years now
286994,Comcast data usage cap,,2025-05-13,02:54:18,Internet,Marietta,Georgia,30068,Open,No,comcast data usage cap
292968,Comcast Data Caps,,2025-05-16,00:19:09,Customer Care Call,Marietta,Georgia,30067,Solved,No,comcast data caps
293411,"Comcast and their ""data limit""",,2025-05-16,14:57:30,Internet,Marietta,Georgia,30066,Solved,Yes,comcast and their data limit
295614,Comcast refuses to honor a plan that one of their sales reps offered,,2025-05-18,17:11:06,Internet,Marietta,Georgia,30066,Solved,No,comcast refuses to honor a plan that one of their sales reps offered
316247,Comcast,,2025-01-06,09:39:09,Internet,Marietta,Georgia,30066,Closed,No,comcast
326514,Data Cap imposed without notice,,2025-06-06,06:08:52,Internet,Marietta,Georgia,30066,Solved,No,data cap imposed without notice
329684,Comcast charging over $600 for data,,2025-08-06,22:53:54,Customer Care Call,Marietta,Georgia,30067,Closed,No,comcast charging over 600 for data
354546,Comcast/Xfinity,,2025-06-21,10:51:49,Customer Care Call,Marietta,Georgia,30067,Solved,No,comcastxfinity
358050,Comcast Business Internet,,2025-06-23,12:17:42,Internet,Marietta,Georgia,30062,Solved,No,comcast business internet
362909,Comcast 300GB data cap,,2025-06-24,17:19:51,Customer Care Call,Marietta,Georgia,30066,Solved,No,comcast 300gb data cap
366944,Comcast Charges,,2025-06-25,19:56:22,Internet,Marietta,Georgia,30062,Solved,No,comcast charges
367546,Overcharged Internet Billing,,2025-06-26,09:47:15,Internet,Marietta,Georgia,30068,Open,No,overcharged internet billing
368500,Comcast 300Gb Data Cap,,2025-06-26,14:57:56,Internet,Marietta,Georgia,30066,Solved,No,comcast 300gb data cap
371385,Comcast - Billing Practices,,2025-06-28,23:14:57,Customer Care Call,Marietta,Georgia,30064,Open,No,comcast billing practices
318574,Comcast Billing and Service Issues,,2025-02-06,12:07:56,Customer Care Call,Markham,Illinois,60428,Open,No,comcast billing and service issues
359592,Intermittent poor service,,2025-06-23,17:52:17,Internet,Marlborough,Connecticut,6447,Open,No,intermittent poor service
281940,Inconsistent and poor internet performance,,2025-09-05,14:51:48,Customer Care Call,Marlton,New Jersey,5053,Closed,No,inconsistent and poor internet performance
367321,Internet performance (latency/bandwidth) substantially below what I'm paying for for weeks,,2025-06-26,01:45:58,Internet,Martinez,California,94553,Open,No,internet performance latencybandwidth substantially below what im paying for for weeks
224222,Comcast endless problems,,2025-08-04,14:07:47,Internet,Martinez,Georgia,30907,Closed,No,comcast endless problems
218696,Internet connection delibrately slowed down,,2025-05-04,22:06:33,Internet,Martinez,Georgia,30907,Closed,No,internet connection delibrately slowed down
249355,Comcast - Customer Service/Technical Service Inferiority,,2025-04-22,01:38:59,Customer Care Call,Martinsburg,West Virginia,25403,Closed,No,comcast customer servicetechnical service inferiority
337071,Comcast cable outage,,2025-12-06,13:40:52,Customer Care Call,Martinsburg,West Virginia,25405,Solved,No,comcast cable outage
236299,service not disconnected as requested. overcharged and overpaid as a result.,,2025-04-15,07:58:43,Customer Care Call,Maryland Heights,Missouri,10701,Closed,No,service not disconnected as requested overcharged and overpaid as a result
340647,comcast service,,2025-06-15,11:00:19,Customer Care Call,Marysville,California,95901,Solved,No,comcast service
372859,INFINITY / COMCAST,,2025-06-29,16:10:08,Customer Care Call,Marysville,Washington,98271,Solved,No,infinity comcast
291044,Datacaps,,2025-05-14,20:42:22,Customer Care Call,Maynardville,Tennessee,37807,Open,No,datacaps
246635,Comcast Internet Speeds,,2025-04-21,11:02:40,Customer Care Call,Maywood,New Jersey,7607,Closed,Yes,comcast internet speeds
306219,Comcast - internet service complaint,,2025-05-25,21:20:40,Internet,Mccordsville,Indiana,46055,Open,No,comcast internet service complaint
328801,NO Comcast-- Uverse,,2025-08-06,15:41:26,Internet,Mcdonough,Georgia,30253,Closed,No,no comcast uverse
211775,Horrible Service,,2025-01-04,12:28:58,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No,horrible service
316927,Comcast- Internet,,2025-01-06,14:21:30,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No,comcast internet
335859,internet,,2025-11-06,19:47:29,Internet,Mechanicsburg,Pennsylvania,17050,Solved,Yes,internet
337869,Wasted Time and money!,,2025-12-06,16:50:15,Customer Care Call,Medley,Florida,33178,Solved,No,wasted time and money
334514,billing issues,,2025-11-06,11:40:59,Internet,Melvindale,Michigan,48122,Solved,No,billing issues
215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,,2025-02-04,17:46:46,Customer Care Call,Memphis,Tennessee,38111,Closed,No,forced to pay for home security services that are inactive bundled with my internet services
243364,Comcast data caps,,2025-04-18,20:55:05,Internet,Memphis,Tennessee,38119,Closed,Yes,comcast data caps
252934,Comcast,,2025-04-23,15:33:57,Customer Care Call,Memphis,Tennessee,38104,Closed,No,comcast
265590,Comcast data cap limit,,2025-04-29,22:49:16,Internet,Memphis,Tennessee,38104,Closed,No,comcast data cap limit
270239,invalid sercice,,2025-02-05,17:56:40,Customer Care Call,Memphis,Tennessee,38111,Solved,No,invalid sercice
270240,invalid sercice,,2025-02-05,17:56:41,Customer Care Call,Memphis,Tennessee,38111,Closed,No,invalid sercice
304454,Comcast data caps,,2025-05-23,00:23:38,Customer Care Call,Memphis,Tennessee,38111,Open,No,comcast data caps
325445,Stop the data caps of Comcast,,2025-05-06,14:06:03,Customer Care Call,Memphis,Tennessee,38111,Closed,No,stop the data caps of comcast
333786,Lack of communication and poor customer service,,2025-10-06,19:55:27,Internet,Memphis,Tennessee,38115,Open,No,lack of communication and poor customer service
353177,Comcast Data Cap,,2025-06-19,21:06:34,Internet,Memphis,Tennessee,38016,Solved,No,comcast data cap
363094,Comcast Overpricing,,2025-06-24,18:23:10,Customer Care Call,Memphis,Tennessee,38105,Open,No,comcast overpricing
361037,Comcast Rates,,2025-06-24,09:42:09,Customer Care Call,Memphis,Tennessee,38117,Solved,No,comcast rates
375276,Comcast Data Cap,,2025-06-30,15:54:17,Internet,Memphis,Tennessee,38115,Pending,No,comcast data cap
214998,Comcast refuse to honor agreed upon price / promotion,,2025-02-04,17:08:11,Internet,Menlo Park,California,94025,Closed,No,comcast refuse to honor agreed upon price promotion
358746,Comcast slowing down,,2025-06-23,14:47:27,Customer Care Call,Menlo Park,California,94025,Solved,No,comcast slowing down
365162,Unfair billing practices,,2025-06-25,13:50:03,Internet,Meriden,New Hampshire,3770,Solved,No,unfair billing practices
372223,Poor Customer Service with Comcast,,2025-06-29,13:14:58,Customer Care Call,Meridian,Mississippi,39307,Open,No,poor customer service with comcast
357976,Comcast has turned my business account to third-party collections when I legitimately canceled my contract per the terms,,2025-06-23,12:03:16,Customer Care Call,Metairie,Louisiana,70003,Solved,No,comcast has turned my business account to thirdparty collections when i legitimately canceled my contract per the terms
351053,"Comcast still billing, after account is closed and paid",,2025-06-19,08:53:04,Internet,Mexico,New York,13114,Solved,No,comcast still billing after account is closed and paid
230370,comcast deceving upgrade without request,,2025-11-04,11:29:04,Customer Care Call,Miami,Florida,33177,Closed,Yes,comcast deceving upgrade without request
239218,Comcast service issues.,,2025-04-16,13:06:07,Customer Care Call,Miami,Florida,33111,Closed,No,comcast service issues
240653,"comcast internet, telephone, TV service",,2025-04-16,22:13:04,Customer Care Call,Miami,Florida,33133,Closed,No,comcast internet telephone tv service
215922,Not receiving internet and harrassing phone calls,,2025-03-04,10:35:40,Customer Care Call,Miami,Florida,33132,Closed,No,not receiving internet and harrassing phone calls
263934,Internet service,,2025-04-29,12:30:58,Internet,Miami,Florida,33172,Closed,No,internet service
265456,comcast complaint,,2025-04-29,21:07:55,Internet,Miami,Florida,33147,Closed,No,comcast complaint
279363,Comcast is terrible,,2025-07-05,20:59:18,Internet,Miami,Florida,33186,Solved,No,comcast is terrible
282265,Comcast Internet Poor Service,,2025-09-05,23:04:43,Customer Care Call,Miami,Florida,33176,Open,No,comcast internet poor service
282025,Charged for Cable Modem Rental that I have owned for 8 years,,2025-09-05,16:03:56,Internet,Miami,Florida,33157,Open,No,charged for cable modem rental that i have owned for 8 years
291461,Monthly charge for a Modem,,2025-05-15,11:11:38,Customer Care Call,Miami,Florida,33169,Solved,No,monthly charge for a modem
293037,Comcast service,,2025-05-16,07:46:28,Customer Care Call,Miami,Florida,33177,Closed,No,comcast service
293038,Comcast service,,2025-05-16,07:46:32,Customer Care Call,Miami,Florida,33177,Closed,No,comcast service
301242,COMCAST,,2025-05-21,13:07:43,Internet,Miami,Florida,33128,Solved,No,comcast
320355,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,,2025-03-06,09:31:06,Internet,Miami,Florida,33157,Solved,No,exaggerated bill and lack of responsibilities in keep appointments disrespect for consumers
320369,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,,2025-03-06,09:36:34,Internet,Miami,Florida,33157,Open,No,exaggerated bill and lack of responsibilities in keep appointments disrespect for consumers
340521,Failure to connect service,,2025-06-15,09:51:39,Internet,Miami,Florida,33133,Solved,No,failure to connect service
352345,COMCAST WILL NOT CANCEL MY ACCOUNT,,2025-06-19,15:42:43,Customer Care Call,Miami,Florida,33150,Solved,No,comcast will not cancel my account
356421,Problems with Comcast xfinity Internet service,,2025-06-22,16:17:32,Internet,Miami,Florida,33145,Solved,No,problems with comcast xfinity internet service
363477,"Paying for 50 Mbps from Comcast, only receiving 0.37 Mbps",,2025-06-24,21:21:29,Customer Care Call,Miami,Florida,33131,Open,No,paying for 50 mbps from comcast only receiving 037 mbps
365368,Comcast internet billing,,2025-06-25,14:12:52,Internet,Miami,Florida,33157,Open,Yes,comcast internet billing
367258,Comcast Internet being slow,,2025-06-25,23:06:47,Internet,Miami,Florida,33194,Pending,No,comcast internet being slow
369434,Comcast New SignUp billing bait-and-switch,,2025-06-26,21:54:59,Internet,Miami,Florida,33125,Pending,No,comcast new signup billing baitandswitch
365082,Billing,,2025-06-25,13:26:23,Internet,Miami Gardens,Florida,33056,Solved,No,billing
355079,Lack of internet speed,,2025-06-22,08:28:43,Customer Care Call,Middleboro,Massachusetts,2346,Closed,No,lack of internet speed
262747,Comcast Poor Customer Services and Commitment,,2025-04-28,19:15:01,Internet,Middleburg,Florida,32068,Closed,No,comcast poor customer services and commitment
223841,new fcc internet rules slowing down system,,2025-08-04,12:24:52,Internet,Middletown,Connecticut,6457,Closed,No,new fcc internet rules slowing down system
359483,Unfair pricing,,2025-06-23,17:24:45,Customer Care Call,Middletown,Maryland,21769,Solved,Yes,unfair pricing
268773,Poor service from Comcast Xfinity,,2025-01-05,14:01:54,Internet,Milford,Delaware,19963,Open,No,poor service from comcast xfinity
360989,Internet and Cable Billing,,2025-06-24,09:13:25,Internet,Milford,Delaware,19963,Solved,No,internet and cable billing
238264,Comcast,,2025-04-15,21:08:43,Customer Care Call,Milford,Michigan,48380,Closed,No,comcast
277544,Comcast charging me for items I do not want/asked for,,2025-07-05,04:04:35,Customer Care Call,Mill Creek,Washington,98012,Solved,No,comcast charging me for items i do not wantasked for
359345,Internet throttling,,2025-06-23,16:49:35,Internet,Mill Creek,Washington,98012,Solved,No,internet throttling
221961,Comcast - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping I would not notice,,2025-07-04,14:39:40,Customer Care Call,Mill Valley,California,94941,Closed,No,comcast new service ridiculously inept not close to the speed told added and incorrect charges on the first bill hoping i would not notice
335917,"Second Complaint ""Comcast not honoring Marketing Materials""",,2025-11-06,20:14:04,Customer Care Call,Mill Valley,California,94941,Closed,No,second complaint comcast not honoring marketing materials
353068,"Comcast committing ""Bait and Switch Fraud""",,2025-06-19,19:38:35,Customer Care Call,Mill Valley,California,94941,Solved,No,comcast committing bait and switch fraud
333619,Worst customer service with no resolution,,2025-10-06,18:32:17,Customer Care Call,Milpitas,California,95035,Solved,No,worst customer service with no resolution
362974,Comcast,,2025-06-24,17:38:10,Customer Care Call,Milpitas,California,95035,Open,No,comcast
362991,Comcast billing issues,,2025-06-24,17:44:30,Customer Care Call,Milpitas,California,95035,Closed,No,comcast billing issues
361800,Paying for high speed internet and receiving low speeds,,2025-06-24,12:57:08,Internet,Milton,Delaware,19968,Open,Yes,paying for high speed internet and receiving low speeds
325690,Unwilling to provide a refund for charging rent on a modem,,2025-05-06,15:18:48,Customer Care Call,Milton,Vermont,5468,Solved,No,unwilling to provide a refund for charging rent on a modem
282824,Internet connectivity issues,,2025-11-05,01:33:11,Customer Care Call,Milwaukie,Oregon,97222,Solved,No,internet connectivity issues
358736,Comcast has raised my bill twice without warning,,2025-06-23,14:45:47,Customer Care Call,Minneapolis,Minnesota,55419,Solved,No,comcast has raised my bill twice without warning
366782,"Comcast charges me for 25m connection, Get 5 down/11 up",,2025-06-25,18:47:54,Internet,Minneapolis,Minnesota,55404,Solved,No,comcast charges me for 25m connection get 5 down11 up
248414,Comcast Business not honoring signed contract,,2025-04-21,15:54:00,Customer Care Call,Minnetonka,Minnesota,55435,Closed,No,comcast business not honoring signed contract
271592,Transfer of services,,2025-04-05,13:18:44,Internet,Miramar,Florida,33025,Solved,No,transfer of services
338831,COMCAST NIGHTMARE,,2025-06-13,10:53:23,Internet,Miramar,Florida,33027,Solved,No,comcast nightmare
353876,CHARGED ERRONEOUS FEE ON BILL,,2025-06-20,14:19:44,Customer Care Call,Miramar,Florida,33027,Solved,No,charged erroneous fee on bill
251622,i need help pleas,,2025-04-23,05:10:45,Customer Care Call,Mobile,Alabama,36609,Closed,No,i need help pleas
336981,Discriminatory tiered pricing and traffic limitations by Comcast.,,2025-12-06,13:17:37,Internet,Mobile,Alabama,36608,Closed,Yes,discriminatory tiered pricing and traffic limitations by comcast
